date_of_sale,address,postal_code,county,price,vat_exclusive,description_of_property,property_size_description,is_big,log_price,is_full_market_price,year,month,quarter
02/12/2016,"20 WEST END VILLAGE, BLANCHARDSTOWN, DUBLIN 15",NA,Dublin,1930,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.285557309007774,Yes,2,12,4
27/11/2015,"LARAGH HOUSE, LARAGH, BALLON",NA,Carlow,5000,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.6989700043360187,Yes,27,11,4
10/11/2017,"ROSE COTTAGE, BALLYMORE, COBH",NA,Cork,3700,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.568201724066995,Yes,10,11,4
26/11/2014,"ROSLEVAN, ENNIS, CLARE",NA,Clare,1615,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.2081725266671217,Yes,26,11,4
17/04/2014,"PAINSTOWN HOUSE, RATHCOFFEY, DONADEA",NA,Kildare,1500,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.1760912590556813,Yes,17,4,2
10/08/2017,"MARINA COTTAGE, WALTERSTOWN, COBH",NA,Cork,3100,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.4913616938342726,Yes,10,8,3
02/03/2011,"42 Peyton Close, Stoney Road, Rathcoole",NA,Dublin,2950,Yes,New Dwelling house /Apartment,ge_38_lt_125_square_meters,Not Big,3.469822015978163,Yes,2,3,1
25/09/2014,"2 CHURCH MEWS, MILLBROOK LAWNS, TALLAGHT DUBLIN 24",Dublin 24,Dublin,1100,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.041392685158225,Yes,25,9,3
14/07/2015,"MOUNT ALEXANDER, COURTOWN RD, GOREY",NA,Wexford,2250,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.3521825181113627,Yes,14,7,3
08/12/2016,"72 COLLEGE MANOR, HOEYS LANE, DUNDALK",NA,Louth,22500,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,4.352182518111363,Yes,8,12,4
24/11/2017,"4 The Avenue, Hazelbrook Square, Churchtown",NA,Dublin,4757.71,Yes,New Dwelling house /Apartment,ge_38_lt_125_square_meters,Not Big,3.67739796665499,Yes,24,11,4
21/10/2016,"9 THE BELFRY, CLONAKILTY, CORK",NA,Cork,1990,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.2988530764097064,Yes,21,10,4
01/05/2014,"15 COIS NA HABHANN, GURTEEN, SLIGO",NA,Sligo,700,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,2.845098040014257,No,1,5,2
02/11/2017,"CREAGHBEG, CLONAKILTY, CO. CORK",NA,Cork,1400,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.146128035678238,Yes,2,11,4
20/12/2012,"74 Ard na Locha, Moate",NA,Westmeath,775,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,2.88930170250631,Yes,20,12,4
08/01/2018,"89 BANNOW RD, CABRA WEST, DUBLIN 7",Dublin 7,Dublin,2999.5,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.4770488662734738,Yes,8,1,1
09/02/2011,"92 castle hall, dublin street, swords central",NA,Dublin,1120,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.0492180226701815,No,9,2,1
16/09/2013,"12 MARY STREET, TEMPLEMORE",NA,Tipperary,170,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,2.230448921378274,Yes,16,9,3
27/10/2015,"MAIN STREET, BALLYCASTLE, CO MAYO",NA,Mayo,300,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,2.4771212547196626,Yes,27,10,4
28/06/2017,"WOOD ROAD, CRATLOE, CO CLARE",NA,Clare,2750,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.439332693830263,Yes,28,6,2
31/07/2015,"BALLYGOREY, MOONCOIN, KILKENNY",NA,Kilkenny,320,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,2.505149978319906,Yes,31,7,3
21/10/2013,"14 Barrington Court, North Circular Road",NA,Limerick,1600,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.204119982655925,Yes,21,10,4
10/04/2018,"5 MOUNT BRILLANT COURT, GREENSHILL, KILKENNY",NA,Kilkenny,2200,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.342422680822206,Yes,10,4,2
07/07/2017,"7 CASTLERAHAN, MULLAGH, CO CAVAN",NA,Cavan,140.01,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,2.1461590556048185,Yes,7,7,3
04/09/2018,"GORTAMULLEN, KENMARE, CO KERRY",NA,Kerry,2000,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.3010299956639813,Yes,4,9,3
19/07/2013,"Fotish, Crossmolina",NA,Mayo,700,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,2.845098040014257,Yes,19,7,3
05/09/2017,"STATION RD, DULEEK, MEATH",NA,Meath,2350,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.3710678622717363,Yes,5,9,3
03/02/2016,"No. 1 Kingscourt, Craddockstown, Naas",NA,Kildare,2709.25,Yes,New Dwelling house /Apartment,ge_125_square_meters,Not Big,3.4328490820397857,Yes,3,2,1
29/06/2015,"25 BOTANIC HALL, OLD FINGLAS RD, GLASNEVIN DUBLIN 11",Dublin 11,Dublin,1887.5,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.275886960301226,Yes,29,6,2
19/10/2015,"7 Kilballyowen, Bruff, Co. Limerick",NA,Limerick,450,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,2.6532125137753435,Yes,19,10,4
02/02/2017,"ALMARA, CLONROLLAGH, DRUMLISH RD",NA,Longford,1260,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.100370545117563,Yes,2,2,1
30/06/2014,"8  Steeple Meadow Close, Milltown",NA,Kerry,1150.01,Yes,New Dwelling house /Apartment,ge_38_lt_125_square_meters,Not Big,3.060701616810948,Yes,30,6,2
16/12/2011,"Apartment 9, Kilmainham Square",NA,Dublin,2700,Yes,New Dwelling house /Apartment,ge_38_lt_125_square_meters,Not Big,3.4313637641589874,Yes,16,12,4
22/12/2017,"11 OCEAN DRIVE ROAD, KINSALE MANOR",NA,Cork,2820,Yes,New Dwelling house /Apartment,ge_38_lt_125_square_meters,Not Big,3.450249108319361,Yes,22,12,4
17/12/2015,"51 CARLTON APTS, LIMERICK",NA,Limerick,2850,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.45484486000851,Yes,17,12,4
19/03/2015,"AIKENHEAD TERRACE, FOXFORD, CO MAYO",NA,Mayo,520,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,2.716003343634799,Yes,19,3,1
04/02/2014,"44 Ardfield Road, Grange, Douglas",NA,Cork,1585.91,Yes,New Dwelling house /Apartment,ge_38_lt_125_square_meters,Not Big,3.200278537576525,Yes,4,2,1
07/02/2018,"13 MACROOM AVE, COOLOCK DUBLIN 17, DUBLIN",Dublin 17,Dublin,1960,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.292256071356476,Yes,7,2,1
12/07/2012,"48 Meadow Park Lawn, Ballyvolane",NA,Cork,1400,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.146128035678238,Yes,12,7,3
23/02/2011,"Ballydaw, Castlelyons",NA,Cork,1025,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.010723865391773,Yes,23,2,1
28/02/2011,"39 CEDAR AVENUE, THE CEDARS RIDGEWOODS, SWORDS",NA,Dublin,2511.0132,Yes,New Dwelling house /Apartment,ge_38_lt_125_square_meters,Not Big,3.399848995736456,Yes,28,2,1
29/09/2016,"173 GLENDARA, BISHOP ODONNELL RD, GALWAY",NA,Galway,400,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,2.6020599913279625,Yes,29,9,3
03/10/2016,"GARNAFAILAGH, ATHLONE, WESTMEATH",NA,Westmeath,2770,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.4424797690644486,Yes,3,10,4
29/06/2015,"25 LOWER NEWCASTLE RD, GALWAY",NA,Galway,2300,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.361727836017593,Yes,29,6,2
23/05/2013,"Rath, Bonane, Kenmare",NA,Kerry,570,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,2.7558748556724915,Yes,23,5,2
15/09/2016,"88 GRIFFITH AVE, DUBLIN 9, DUBLIN",Dublin 9,Dublin,6101,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.7854010249923875,Yes,15,9,3
12/02/2018,"36 BEECHLAWNS, JOHNSWELL RD, KILKENNY",NA,Kilkenny,2350,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.3710678622717363,Yes,12,2,1
11/05/2011,"77 Fr. Murray Park, Dundalk",NA,Louth,775,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,2.88930170250631,Yes,11,5,2
24/08/2015,"3 Cornmill, Distillery Road",Dublin 3,Dublin,3039.64,Yes,New Dwelling house /Apartment,ge_38_lt_125_square_meters,Not Big,3.48282215095364,Yes,24,8,3
03/03/2017,"21 KINGS INN COURT, PHIBSBOROUGH, DUBLIN 7",Dublin 7,Dublin,3050,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.484299839346786,Yes,3,3,1
21/04/2016,"3 THE COURT, COMPASS QUAY, KINSALE",NA,Cork,2900,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.462397997898956,Yes,21,4,2
28/02/2018,"6 Shackletown Drive, Shacletown Park, Lucan",NA,Dublin,3127.7232,Yes,New Dwelling house /Apartment,ge_38_lt_125_square_meters,Not Big,3.4952283115132006,Yes,28,2,1
12/07/2013,"131 Clonmagadden Fort, Proudstown, Navan",NA,Meath,1295,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.1122697684172707,Yes,12,7,3
27/01/2012,"9 Monkton Row, Wicklow",NA,Wicklow,1000,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3,Yes,27,1,1
28/06/2016,"Apartment 43, Broad Leaf, Broad Street",NA,Limerick,72.22,Yes,New Dwelling house /Apartment,lt_38_square_meters,Not Big,1.8586574840908079,Yes,28,6,2
18/09/2015,"40  Mayestone Crescent, Mayeston Hall  St. Margaret's Road, Finglas",NA,Dublin,1650,Yes,New Dwelling house /Apartment,ge_38_lt_125_square_meters,Not Big,3.2174839442139063,Yes,18,9,3
06/05/2011,"35 Dunsink Park, Finglas, Dublin 11",Dublin 11,Dublin,1550,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.1903316981702914,Yes,6,5,2
09/07/2015,"APT 38, KILLEGLAND HALL, ASHBOURNE",NA,Meath,1520,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.1818435879447726,Yes,9,7,3
05/12/2016,"FAARTOWN, GLENAMADDY, COUNTY GALWAY",NA,Galway,650,Yes,New Dwelling house /Apartment,ge_38_lt_125_square_meters,Not Big,2.8129133566428557,Yes,5,12,4
02/02/2018,"No 20 Stoneleigh, Craddockstown, Naas",NA,Kildare,3876.66,Yes,New Dwelling house /Apartment,ge_38_lt_125_square_meters,Not Big,3.5884577131560684,Yes,2,2,1
19/12/2014,"1 Brickfield Drive, Honeypark, Dun Laoghaire",NA,Dublin,4889.8683,Yes,New Dwelling house /Apartment,ge_38_lt_125_square_meters,Not Big,3.6892971623233124,Yes,19,12,4
19/06/2014,"GREENRATH, TIPPERARY TOWN, TIPPERARY",NA,Tipperary,1500,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.1760912590556813,Yes,19,6,2
01/06/2018,"79 GRIFFITH COURT, FAIRVIEW, DUBLIN 3",Dublin 3,Dublin,5900,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.7708520116421442,Yes,1,6,2
25/11/2011,"5 Richmond Close, Wexford",NA,Wexford,1420,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.1522883443830567,Yes,25,11,4
08/08/2012,"179 New Seskin Court, Whitestown Way, Tallaght",NA,Dublin,910,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,2.9590413923210934,Yes,8,8,3
15/05/2012,"Glenborin, Donegal Town",NA,Donegal,2350,Yes,New Dwelling house /Apartment,ge_125_square_meters,Not Big,3.3710678622717363,Yes,15,5,2
01/04/2015,"38 Carraig Geal, Loughrea",NA,Galway,748.89,Yes,New Dwelling house /Apartment,ge_38_lt_125_square_meters,Not Big,2.8744180314493475,Yes,1,4,2
23/05/2014,"UNIT 59 GLASAN STUDENT VILLAGE, BALLYBANE RD, MERVUE",NA,Galway,800,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,2.9030899869919438,Yes,23,5,2
05/04/2017,"CAHIRDOWN, LISTOWEL, KERRY",NA,Kerry,1750,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.2430380486862944,Yes,5,4,2
31/08/2017,"15 RIVERCHAPEL PLACE, RIVERCHAPEL WOOD, COURTOWN GOREY",NA,Wexford,1300,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.113943352306837,Yes,31,8,3
03/05/2017,"DE DANANN, KNOCKNAGOUN, RYLANE",NA,Cork,2000,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.3010299956639813,Yes,3,5,2
25/06/2014,"APT 3 FOYLE HAVEN, JAMES ST, MOYVILLE",NA,Donegal,137.0534,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,2.136889813920922,Yes,25,6,2
11/03/2016,"14 Hampton Gardens, Balbriggan",NA,Dublin,1761.67,Yes,New Dwelling house /Apartment,ge_38_lt_125_square_meters,Not Big,3.2459245586722614,Yes,11,3,1
28/01/2013,"Knockfereen, Ballinrobe",NA,Mayo,1410.81,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.1494685293406657,Yes,28,1,1
13/12/2017,"51 COIS RAILLE, BALLAGHADERREEN",NA,Roscommon,433.75,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,2.6372394877989302,No,13,12,4
29/08/2014,"5 Dargans Way, Railway Avenue, Sutton",Dublin 13,Dublin,4300,Yes,New Dwelling house /Apartment,ge_38_lt_125_square_meters,Not Big,3.6334684555795866,Yes,29,8,3
23/05/2017,"9 STOCKYARD, STEELWORKS, FOLEY ST",NA,Dublin,2500,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.3979400086720375,Yes,23,5,2
04/11/2016,"5 MANORFIELDS WALK, CLONEE, DUBLIN 15",Dublin 15,Dublin,2100,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.322219294733919,Yes,4,11,4
07/08/2012,"1 The Mapels, Doonsalla Drive, Cabinteely",NA,Dublin,3876.65,Yes,New Dwelling house /Apartment,ge_38_lt_125_square_meters,Not Big,3.5884565928745835,Yes,7,8,3
22/12/2014,"8 CARRIGMORE WAY, SAGGART, DUBLIN",Dublin 24,Dublin,1465.59,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.166012493059832,Yes,22,12,4
19/07/2017,"LOGAVINSHIRE, PATRICKSWELL, LIMERICK",NA,Limerick,1900,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.278753600952829,Yes,19,7,3
20/12/2012,"Lower Main Street, Hospital, Co. Limerick",NA,Limerick,450,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,2.6532125137753435,Yes,20,12,4
17/10/2014,"MURMOD HILL, VIRGINIA, CAVAN",NA,Cavan,1730,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.2380461031287955,Yes,17,10,4
24/04/2014,"BRIDGE HOUSE, CADAMSTOWN, BIRR",NA,Offaly,1050,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.0211892990699383,Yes,24,4,2
27/08/2018,"Apartment 5 Greenbank House, Cualanor, Upper Glenageary Road",NA,Dublin,2643.1717,Yes,New Dwelling house /Apartment,ge_38_lt_125_square_meters,Not Big,3.4221253757463588,Yes,27,8,3
28/07/2016,"31 FAIRGREEN PARK, MULLAGH",NA,Cavan,1475.77,Yes,New Dwelling house /Apartment,ge_38_lt_125_square_meters,Not Big,3.169018677599335,Yes,28,7,3
14/08/2018,"13 KENNEDY GARDENS, CASTLEBAR, MAYO",NA,Mayo,1150,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.060697840353612,Yes,14,8,3
11/12/2017,"1 PLEASANT DRIVE, MOUNT PLEASANT, WATERFORD CITY",NA,Waterford,2820,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.450249108319361,Yes,11,12,4
09/09/2011,"18 Oliver Plunkett Villas, Monkstown Farm, Dun Laoghaire",NA,Dublin,1500,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.1760912590556813,Yes,9,9,3
23/04/2015,"18 CARMODY SQUARE, FAIRGREEN, PORTLAOISE",NA,Laois,550,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,2.7403626894942437,Yes,23,4,2
13/01/2017,"KNOCK NA MOE, BRANNOCKSTOWN, NAAS",NA,Kildare,3550,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.550228353055094,Yes,13,1,1
30/01/2015,"1 HYBREASAL, SOUTH CIRCULAR RD, DUBLIN CITY",Dublin 8,Dublin,1290,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.110589710299249,Yes,30,1,1
28/10/2015,"APT 13 THE PIERRE, VICTORIA TERRACE, DUN LAOGHAIRE",NA,Dublin,3800,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.57978359661681,Yes,28,10,4
14/07/2016,"30 BELLEVUE HEIGHTS, NEW ROSS, WEXFORD",NA,Wexford,1200,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.0791812460476247,Yes,14,7,3
12/06/2014,"45 C KILGARRON PARK, ENNISKERRY, WICKLOW",NA,Wicklow,900,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,2.9542425094393248,Yes,12,6,2
10/08/2018,"MAIN STREET, GORAN, CO KILKENNY",NA,Kilkenny,230,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,2.361727836017593,Yes,10,8,3
28/05/2015,"Apartment 14, 6 Mountjoy Square, Dublin 1",NA,Dublin,1060,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.0253058652647704,Yes,28,5,2
07/11/2016,"BOHERGAR, BRITTAS, LIMERICK",NA,Limerick,3600,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.5563025007672873,Yes,7,11,4
25/08/2011,"Carrowloughan, Dromard",NA,Sligo,2600,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.4149733479708178,Yes,25,8,3
10/11/2011,"42 Manorfields Avenue, Clonee, Dublin 15",NA,Dublin,1850,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.2671717284030137,Yes,10,11,4
14/05/2015,"KILMOYLAN, DOON, LIMERICK",NA,Limerick,375,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,2.574031267727719,Yes,14,5,2
22/04/2016,"35 SOUTH LODGE, DOUGLAS, CORK",NA,Cork,3630,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.5599066250361124,Yes,22,4,2
16/03/2010,"8 Brookfield, Nurney",NA,Kildare,2390,Yes,New Dwelling house /Apartment,ge_125_square_meters,Not Big,3.3783979009481375,Yes,16,3,1
15/09/2014,"2 Crusheeny, Claregalway",NA,Galway,1541.85,Yes,New Dwelling house /Apartment,ge_38_lt_125_square_meters,Not Big,3.1880421251150795,Yes,15,9,3
29/06/2012,"Swift 45  Tassaggard Green, Garters Lane  Saggart",NA,Dublin,1350,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.130333768495006,Yes,29,6,2
18/11/2014,"28 GRIFFITH DRIVE, FINGLAS EAST, DUBLIN 11",NA,Dublin,1970,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.294466226161593,Yes,18,11,4
27/06/2016,"12 OAKWOOD, GOREY, WEXFORD",NA,Wexford,1250,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.0969100130080562,Yes,27,6,2
04/08/2017,"CORLUDDY, KILKENNY",NA,Kilkenny,1075,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.031408464251624,Yes,4,8,3
01/06/2017,"23 ROS GLAS, MONASTEREVIN, KILDARE",NA,Kildare,1900,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.278753600952829,Yes,1,6,2
09/02/2015,"6 HOLLYWOOD GROVE, BALLAGHADEREEN, ROSCOMMON",NA,Roscommon,950,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,2.9777236052888476,Yes,9,2,1
04/07/2014,"17 THE ELMS, COLLAGE RD, CO. GALWAY",NA,Galway,2050,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.311753861055754,Yes,4,7,3
12/02/2010,"30 Maple Manor, Cabinteely, Dublin 18",NA,Dublin,4350,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.6384892569546374,Yes,12,2,1
06/07/2017,"20 BEECHWOOD AVE LOWER, RANELAGH, DUBLIN 6",Dublin 6,Dublin,12000,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,4.079181246047625,Yes,6,7,3
11/09/2018,"BOGHTADUFF, BROSNA, BALLAGHADERREEN",NA,Roscommon,300,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,2.4771212547196626,Yes,11,9,3
10/11/2010,"9 Glin Crescent, Coolock  Dublin 17",Dublin 17,Dublin,1780,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.250420002308894,Yes,10,11,4
28/10/2014,"29 ADARE PARK, COOLOCK, DUBLIN 5",Dublin 17,Dublin,1700,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.230448921378274,Yes,28,10,4
23/10/2015,"Aprtment 58 Cloonlara Square, Phoenix Park Racecourse, Castleknock",Dublin 15,Dublin,2950,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.469822015978163,Yes,23,10,4
24/03/2016,"GLENFARM, RAHEEN, RATHCOFFEY",NA,Kildare,6700,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.8260748027008264,Yes,24,3,1
17/07/2015,"17 Bracken View, Bracken Park  Carpenterstown Road, Castleknock  Dublin 15",Dublin 15,Dublin,3480.18,Yes,New Dwelling house /Apartment,ge_125_square_meters,Not Big,3.5416017068733328,Yes,17,7,3
13/08/2018,"61 MOUNT GARRETT RISE, TYRRELSTOWN, DUBLIN 15",Dublin 15,Dublin,2700,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.4313637641589874,Yes,13,8,3
30/05/2013,"7 Ashwood Park, Clondalkin",Dublin 22,Dublin,1500,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.1760912590556813,Yes,30,5,2
01/12/2017,"4 BEVERLY DOWNS, SCHOLARSTOWN RD, TEMPLEOGUE DUBLIN 16",Dublin 16,Dublin,4500,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.6532125137753435,Yes,1,12,4
30/11/2011,"ANNAGHMORE, BLUEBALL",NA,Offaly,2800,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.4471580313422194,Yes,30,11,4
17/08/2010,"Whiteleas Cottage, Whiteleas, Ramelton",NA,Donegal,860,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,2.934498451243568,Yes,17,8,3
11/06/2015,"2D RATHBORNE WAY, ASHTOWN, DUBLIN 15",Dublin 15,Dublin,2250,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.3521825181113627,Yes,11,6,2
04/07/2016,"21 College Woods, Balla, Co. Mayo",NA,Mayo,612.3286,Yes,New Dwelling house /Apartment,ge_38_lt_125_square_meters,Not Big,2.7869845444791896,Yes,4,7,3
05/10/2017,"32 THE VILLAGE, PORTERSTOWN, DUBLIN 15",Dublin 15,Dublin,3300,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.5185139398778875,Yes,5,10,4
16/02/2017,"Apt 36 Abbot Court  Cualanor, Upper Glenageary Road, Dun Laoghaire",NA,Dublin,2186.3075,Yes,New Dwelling house /Apartment,ge_38_lt_125_square_meters,Not Big,3.3397112446042057,Yes,16,2,1
04/02/2016,"13 THE BELFRY, ATHBOY RD, TRIM",NA,Meath,2150,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.3324384599156054,Yes,4,2,1
21/03/2018,"BASEMENT APT, 48 FITZWILLIAM SQ, DUBLIN 2",Dublin 15,Dublin,5500,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.7403626894942437,Yes,21,3,1
05/03/2014,"42 GRAND CANAL COURT, TULLAMORE, OFFALY",NA,Offaly,1000,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3,Yes,5,3,1
13/08/2015,"41 COIS GHRUDA, CASTLETROY, LIMERICK",NA,Limerick,880,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,2.9444826721501687,Yes,13,8,3
03/11/2017,"70 FOXES GROVE, SHANKILL, DUBLIN",Dublin 18,Dublin,5010,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.699837725867246,Yes,3,11,4
04/09/2015,"41 TYRCONNELL PARK, INCHICORE, DUBLIN 8",Dublin 8,Dublin,3150,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.4983105537896004,Yes,4,9,3
29/06/2018,"56 NEWTOWN COURT, MALAHIDE ROAD, DUBLIN 17",Dublin 17,Dublin,1250,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.0969100130080562,Yes,29,6,2
08/01/2018,"APT 18, EATON GREEN, MAIN ST",Dublin 24,Dublin,2120,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.326335860928751,Yes,8,1,1
25/10/2017,"NO 1 DUNARD CLOSE, CREGG, LAHINCH",NA,Clare,2900,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.462397997898956,Yes,25,10,4
02/08/2017,"9 JAMESON HOUSE, BATCHLORS LANE, LOUTH",NA,Louth,640,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,2.806179973983887,Yes,2,8,3
13/04/2011,"20 DERNISH AVENUE, FOYNES",NA,Limerick,925,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,2.9661417327390325,Yes,13,4,2
14/12/2012,"58 Rossmore Lawns, Templeogue",NA,Dublin,3062.5,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.486076097372589,Yes,14,12,4
19/07/2013,"18 Idrone Close, Knocklyon",Dublin 16,Dublin,3670,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.5646660642520893,Yes,19,7,3
20/04/2012,"25 Foxrock Avenue, Kill lane, Foxrock",NA,Dublin,3440,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.53655844257153,Yes,20,4,2
09/11/2012,"Hillcrest, Carlow Gate, Casteldermot",NA,Kildare,1000,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3,Yes,9,11,4
12/10/2017,"11 PETER'S PLACE, OFF CHARLEMONT ST, DUBLIN 2",Dublin 2,Dublin,4800,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.681241237375587,Yes,12,10,4
10/08/2018,"3 MARYVILLE, CASHEL, TIPPERARY",NA,Tipperary,650,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,2.8129133566428557,Yes,10,8,3
26/04/2016,"14 LIMEKILN RD, TERENURE, DUBLIN 12",Dublin 12,Dublin,4850,No,Second-Hand Dwelling house /Apartment,(Missing),Not Big,3.6857417386022635,Yes,26,4,2
